Colorado Building ID,Building Street Address (ESPM),Building City (ESPM),Latitude,Longitude,Gross Floor Area (Tax Assessor),Primary Property Type - Portfolio Manager-Calculated,Weather Normalized Site EUI (kBtu/ft²),Gross Floor Area (ESPM),Total GHG Emissions (Metric Tons CO2e),Building Street Address (Tax Assessor)
C14077,4410 Arrowswest Dr,Colorado Springs,38.895656,-104.865957,80342.0,Office,157.1,86589.0,1699.71,4410 ARROWSWEST DR
C13975,3555 S CITADEL DR.,COLORADO SPRINGS,38.8404958,-104.7614829,62423.0,SELF-STORAGE FACILITY,,62423,,3555 S CITADEL DR.
C13983,5060-5240 N Academy Blvd,Colorado Springs,38.9035669,-104.7773668,264000.0,Wholesale Club/Supercenter,69.7,256030.0,877.26,5240 N ACADEMY BLVD
C13893,5265 N ACADEMY BLVD,COLORADO SPRINGS,38.9072207,-104.7799891,105981.0,OFFICE,,105981,,5265 N ACADEMY BLVD
C14098,5475 TECH CENTER DR,COLORADO SPRINGS,38.9106414,-104.8252153,55711.0,OFFICE,,55711,,5475 TECH CENTER DR
C14109,901 Skyway Blvd,Colorado Springs,38.8109285,-104.8450108,57528.0,Multifamily Housing,,57528.0,,855 S SKYWAY BLVD
C14099,2 N CASCADE AVE,COLORADO SPRINGS,38.8342722,-104.8258214,84161.0,OFFICE,,84161,,2 N CASCADE AVE
C14078,4310-4494 Austin Bluffs Pkwy,Colorado Springs,38.8958599,-104.7514974,219000.0,Strip Mall,,168635.0,,4310-4474 AUSTIN BLUFFS PKWY
C14219,14 E. Cache La Poudre St.,Colorado Springs,38.8469612,-104.8234228,129195.0,College/University,,129195.0,,14 E CACHE LA POUDRE ST
C14119,6031 E. Woodmen Rd,Colorado Springs,38.9372627,-104.7146497,75779.0,Parking,,75779.0,,6031 E WOODMEN RD
C14093,8280 VOYAGER PKWY,COLORADO SPRINGS,38.9527026,-104.8011416,164630.0,ENTERTAINMENTPUBLIC ASSEMBLY,,164630,,8280 VOYAGER PKWY
C13845,105 S ACADEMY BLVD,COLORADO SPRINGS,38.8301985,-104.7568141,97020.0,LODGINGRESIDENTIAL,,97020,,105 S ACADEMY BLVD
C14100,568 MARQUETTE DR,COLORADO SPRINGS,38.7525507,-104.740005,56253.0,LODGINGRESIDENTIAL,,56253,,568 MARQUETTE DR
C13976,955 Aeroplaza Drive,Colorado Springs,38.8138483,-104.7270337,125060.0,Distribution Center,37.3,125060.0,310.46,955 AEROPLAZA DR
C14151,1150 Academy Park Loop,Colorado Springs,38.816031,-104.7586029,98638.0,Office,61.8,90766.0,776.93,1150 ACADEMY PARK LOOP
C13977,8890 N UNION BLVD,COLORADO SPRINGS,38.9604636,-104.7657728,62557.0,MEDICAL OFFICE,,62557,,8890 N UNION BLVD
C14103,3915 HARMONY DR,COLORADO SPRINGS,38.8882081,-104.7543292,56776.0,LODGINGRESIDENTIAL,,56776,,3915 HARMONY DR
C14213,1810 BRIARGATE PARKWAY,COLORADO SPRINGS,38.965819,-104.7943348,79987.0,HOTEL,,79987,,1810 BRIARGATE PARKWAY
C14110,7110 COMMERCE CENTER DR,COLORADO SPRINGS,38.9350614,-104.8157489,173028.0,ENTERTAINMENTPUBLIC ASSEMBLY,,173028,,7110 COMMERCE CENTER DR
C13757,1259 LAKE PLAZA DR,COLORADO SPRINGS,38.793728,-104.8054786,88116.0,HEALTHCARE,,88116,,1259 LAKE PLAZA DR
C13770,2103 SOUTHGATE RD,COLORADO SPRINGS,38.8019397,-104.8161872,89319.0,HEALTHCARE,,89319,,2103 SOUTHGATE RD
C13888,"4705 Prominent Mesa View, Colorado Springs, CO 80924",Colorado Springs,38.97456,-104.7421144,34885.0,Multifamily Housing,32.2,63564.0,162.90,4610-4650 NAUTILUS PEAK VW
C14121,8595 Explorer Drive,Colorado Springs,38.9593521,-104.7905557,58774.0,Medical Office,125.6,58774.0,628.43,2320 TELSTAR DR
C14101,9856 FEDERAL DR,COLORADO SPRINGS,38.987229,-104.8018087,168940.0,LODGINGRESIDENTIAL,,168940,,9856 FEDERAL DR
C13918,3525 CENTENNIAL BLVD,COLORADO SPRINGS,38.8831783,-104.846068,111903.0,LODGINGRESIDENTIAL,,111903,,3525 CENTENNIAL BLVD
C13931,3105 E DALE ST,COLORADO SPRINGS,38.8430756,-104.771643,116073.0,LODGINGRESIDENTIAL,,116073,,3105 E DALE ST
C13919,2480 E DALE ST,COLORADO SPRINGS,38.8438754,-104.7830525,111915.0,LODGINGRESIDENTIAL,,111915,,2480 E DALE ST
C14456,1205 Potter Dr,Colorado Springs,38.8500351,-104.7500886,249976.0,K-12 School,79.6,249976.0,1551.54,1205 POTTER DRIVE
C13829,7290 LEXINGTON DR,COLORADO SPRINGS,38.9363164,-104.7623476,94569.0,RELIGIOUS WORSHIP,,94569,,7290 LEXINGTON DR
C13984,110 W VAN BUREN ST,COLORADO SPRINGS,38.8682015,-104.8248505,127629.0,HEALTHCARE,,127629,,110 W VAN BUREN ST
C13898,750 S ROCKRIMMON BLVD,COLORADO SPRINGS,38.9248502,-104.8434901,107058.0,LODGINGRESIDENTIAL,,107058,,750 S ROCKRIMMON BLVD
C14009,196 Spectrum Loop,Colorado Springs,39.0241293,-104.8228888,68225.0,Other - Entertainment/Public Assembly,,68225.0,,196 SPECTRUM LOOP
C13839,402 W FONTANERO ST,COLORADO SPRINGS,38.8639995,-104.8307783,95706.0,PUBLIC SERVICE,,95706,,402 W FONTANERO ST
C14364,2365 Patriot Heights,Colorado Springs,38.8307316,-104.8688307,160391.0,Multifamily Housing,69.3,522308.0,3172.98,2305 PATRIOT HTS
C14057,6913-6750 ALPINE CURRANT VW,COLORADO SPRINGS,38.931865,-104.776645,155448.0,LODGINGRESIDENTIAL,,155448,,6913-6750 ALPINE CURRANT VW
C14111,3810 BLOOMINGTON ST,COLORADO SPRINGS,38.8888144,-104.718189,292226.0,Retail Store,75.1,175043.0,1351.92,3810 BLOOMINGTON ST
C13773,"9875 Prominent Peak Heights, Colorado Springs, CO 80924",Colorado Springs,38.9752922,-104.7410104,29900.0,LODGINGRESIDENTIAL,,29900,,4610-4650 NAUTILUS PEAK VW
C14010,1625 Medical Center Point,Colorado Springs,38.8742502,-104.7962683,,Medical Office,,70045.0,,1625 MEDICAL CENTER PT
C13894,5350 TOMAH DR,COLORADO SPRINGS,38.9075401,-104.7799891,105981.0,OFFICE,,105981,,5350 TOMAH DR
C14373,12320 Oracle Blvd,Colorado Springs,39.0107404,-104.8191855,179600.0,Office,78.6,194753.0,2015.69,12320 ORACLE BLVD
C13911,"9960 Prominent Peak Heights, Colorado Springs, CO 80924",Colorado Springs,38.9752904,-104.742932,36592.0,Multifamily Housing,33.7,57543.0,152.44,4610-4650 NAUTILUS PEAK VW
C13821,6180 WHETSTONE DR,COLORADO SPRINGS,38.9227945,-104.737388,93552.0,LODGINGRESIDENTIAL,,93552,,6180 WHETSTONE DR
C14123,5904 Prairie Schooner Drive,Colorado Springs,38.9362153,-104.7221632,89482.0,Other - Entertainment/Public Assembly,301.2,97862.0,2327.19,5904 PRAIRIE SCHOONER DR
C14181,10625 FEDERAL DR,COLORADO SPRINGS,38.9857851,-104.7873343,211974.0,DISTRIBUTION CENTER,,211974,,10625 FEDERAL DR
C13846,422 E VERMIJO AVE,COLORADO SPRINGS,38.8300042,-104.8171289,97128.0,OFFICE,,97128,,422 E VERMIJO AVE
C13920,2220 Briargate Parkway,Colorado Springs,38.9681046,-104.7863188,142763.0,Mixed Use Property,94.5,142763.0,1624.06,2260 BRIARGATE PKWY
C14220,1 Lake Ave (campus address),Colorado Springs,38.7925223,-104.8527369,82650.0,Other - Technology/Science,239.9,83083.0,1062.92,1 LAKE AVE
C13752,2121 Waynoka Rd,Colorado Springs,38.8625564,-104.7184645,87722.0,Manufacturing/Industrial Plant,,90703.0,,2121 WAYNOKA RD
C14131,6450 N. Academy Blvd,Colorado Springs,38.9228709,-104.7943988,61521.0,Hotel,53.0,63000.0,339.33,6450 N ACADEMY BLVD
C14124,11140 E Woodmen Rd,Falcon,38.9418421,-104.6183404,89501.0,Other - Utility,47.7,88289.0,577.81,11140 E WOODMEN RD
C14345,760 E CITADEL DR,COLORADO SPRINGS,38.8436374,-104.7597794,203305.0,RETAIL,,203305,,760 E CITADEL DR
C14375,333 E. Colorado Ave,Colorado Springs,38.832059,-104.8191509,141428.0,Multifamily Housing,,141428.0,,333 E COLORADO AVE
C13895,5355 Centennial Blvd,Colorado Springs,38.910168,-104.8629255,53054.0,Senior Living Community,62.9,53054.0,346.84,5355 CENTENNIAL BLVD
C13932,3630 SINTON RD,COLORADO SPRINGS,38.8838615,-104.8346999,116376.0,OFFICE,,116376,,3630 SINTON RD
C14436,8701 WOLF VALLEY DRIVE,COLORADO SPRINGS,38.9572903,-104.7072535,,,,,,8701 WOLF VALLEY DRIVE
C13830,12290 Voyager PKWY,Colorado Springs,39.0089687,-104.807947,94770.0,Office,117.9,291315.0,2987.57,12290 VOYAGER PKWY
C14051,7899 LEXINGTON DR,COLORADO SPRINGS,38.9467769,-104.7662933,76138.0,EDUCATION,,76138,,7899 LEXINGTON DR
C14457,2115 Afton Way,Colorado Springs,38.861256,-104.7822919,254271.0,K-12 School,69.3,254271.0,1315.05,2115 AFTON WAY
C13912,3803 HALF TURN RD,COLORADO SPRINGS,38.8853554,-104.756287,110520.0,LODGINGRESIDENTIAL,,110520,,3803 HALF TURN RD
C14004,6760 CORPORATE DR,COLORADO SPRINGS,38.928963,-104.8146723,135645.0,OFFICE,,135645,,6760 CORPORATE DR
C14427,10215 Lexington Drive,Colorado Springs,38.9778436,-104.7732427,104144.0,K-12 School,,104144.0,,10215 LEXINGTON DRIVE
C13985,3505 N STONE AVE,COLORADO SPRINGS,38.8811851,-104.8152856,128107.0,MANUFACTURINGINDUSTRIAL,,128107,,3505 N STONE AVE
C13988,1565 Auto Mall Loop,Colorado Springs,38.9522515,-104.7958393,64702.0,Vehicle Dealership,,81351.0,,1565 AUTO MALL LOOP
C14374,30 S NEVADA AVE,COLORADO SPRINGS,38.8329166,-104.8224723,130451.0,OFFICE,,130451,,30 S NEVADA AVE
C13840,1697 AVIATION WAY,COLORADO SPRINGS,38.8050043,-104.7222026,96415.0,TRANSPORTATION TERMINAL/STATION,,96415,,1697 AVIATION WAY
C14376,13-19 LAKE CIR,COLORADO SPRINGS,38.7926651,-104.8496353,322893.0,LODGINGRESIDENTIAL,,322893,,13-19 LAKE CIR
C13774,10035 FEDERAL DR,COLORADO SPRINGS,38.9812893,-104.7968578,89934.0,WAREHOUSESTORAGE,,89934,,10035 FEDERAL DR
C13939,1630 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,38.7925108,-104.8018711,181404.0,Retail Store,35.5,116254.0,462.25,1630 E CHEYENNE MOUNTAIN BLVD
C14132,8250 RAZORBACK RD,Colorado Springs,38.9497411,-104.8005946,,Retail Store,97.1,191767.0,1967.60,8250 RAZORBACK RD
C13758,3110 North Powers Boulevard,Colorado Springs,38.8762918,-104.7223811,230000.0,Retail Store,24.6,94776.0,272.50,3110 N POWERS BLVD
C13900,850 AEROPLAZA DRIVE,COLORADO SPRINGS,38.8156089,-104.724362,107154.0,MANUFACTURING/INDUSTRIAL PLANT,,107154,,850 AEROPLAZA DRIVE
C14258,1855 Aeroplaza Dr,Colorado Springs,38.8048,-104.736591,72286.0,Hotel,80.6,72286.0,572.76,1855 AEROPLAZA DR
C14437,1200 CRESTA ROAD,COLORADO SPRINGS,38.8035341,-104.8564071,,K-12 SCHOOL,,,,1200 CRESTA ROAD
C14458,550 SAND CREEK DRIVE,COLORADO SPRINGS,38.8246222,-104.7400623,61000.0,K-12 SCHOOL,,61000,,550 SAND CREEK DRIVE
C14125,1205 MOTOR CITY DRIVE,COLORADO SPRINGS,38.817639,-104.8333212,54640.0,Vehicle Dealership,81.1,54640.0,336.41,1205 MOTOR CITY DR
C13822,4863 N Nevada Ave,Colorado Springs,38.9018572,-104.8165536,54419.0,Medical Office,71.0,54419.0,322.78,4863 N NEVADA AVE # 1
C14346,9112 Grand Cordera PKWY,Colorado Springs,38.9614056,-104.7311303,152760.0,Senior Living Community,,153126.0,,9112 GRAND CORDERA PKWY
C13933,904 YUMA ST,COLORADO SPRINGS,38.8449177,-104.7787595,116454.0,LODGINGRESIDENTIAL,,116454,,904 YUMA ST
C13921,1 S Nevada Ave,Colorado Springs,38.8327338,-104.8211577,56115.0,Financial Office,,56655.0,,1 S NEVADA AVE
C14383,1 Lake Ave,Colorado Springs,38.7925223,-104.8527369,210751.0,Hotel,227.4,1240791.0,23181.48,1 LAKE AVE
C14126,215 Nichols Blvd,Colorado Springs,38.8819271,-104.8174672,95179.0,Office,,95179.0,,215 NICHOLS BLVD
C14134,420 N Cascade,Colorado Springs,38.8406998,-104.825655,62919.0,Office,,62919.0,,420 N CASCADE AVE
C14061,"4765 Prominent Mesa View, Colorado Springs, CO 80924",Colorado Springs,38.9737018,-104.7419479,52471.0,Multifamily Housing,39.5,56312.0,182.09,4610-4650 NAUTILUS PEAK VW
C14428,12201 CROSS PEAK VIEW,COLORADO SPRINGS,38.9933669,-104.7911963,72861.0,K-12 SCHOOL,,72861,,12201 CROSS PEAK VIEW
C14452,1921 EAST YAMPA STREET,COLORADO SPRINGS,38.8456488,-104.7919056,,,,,,1921 EAST YAMPA STREET
C13922,1110 Chapel Hills Drive,Colorado Springs,38.9543294,-104.7912133,112792.0,Office,,112792.0,,1110 CHAPEL HILLS DR
C14182,1930 N ACADEMY BLVD,COLORADO SPRINGS,38.8612874,-104.7582924,71124.0,OFFICE,,71124,,1930 N ACADEMY BLVD
C13986,335 N. Acadamy Blvd,Colorado Springs,38.8405645,-104.7561755,128159.0,Retail Store,27.6,160308.0,476.25,335 N ACADEMY BLVD
C14059,5050 N Nevada Ave,Colorado Springs,38.9058447,-104.8208575,157253.0,Supermarket/Grocery Store,146.7,158598.0,2307.57,5050 N NEVADA AVE
C13831,6350-6490 BLACK RIDGE VW,COLORADO SPRINGS,38.9435273,-104.7100728,94788.0,LODGINGRESIDENTIAL,,94788,,6350-6490 BLACK RIDGE VW
C14352,7290 Commerce Center Drive,Colorado Springs,38.9368715,-104.8144387,164953.0,HOTEL,,164953,,7290 COMMERCE CENTER DR
C14251,1670 N Neport Rd,Colorado Springs,38.8070203,-104.727667,70633.0,Office,64.7,73069.0,656.86,1670 N NEPORT RD
C14128,304 CANON AVE,MANITOU SPRINGS,38.85975,-104.9173409,181836.0,LODGINGRESIDENTIAL,,181836,,304 CANON AVE
C13759,1010 S CHELTON RD,COLORADO SPRINGS,38.8178752,-104.7679356,88488.0,LODGINGRESIDENTIAL,,88488,,1010 S CHELTON RD
C13841,4955 BRADLEY RD,COLORADO SPRINGS,38.7686192,-104.7355448,96510.0,RELIGIOUS WORSHIP,,96510,,4955 BRADLEY RD
C14224,2910 Geyser Drive,Colorado Springs,38.7899789,-104.7972194,62734.0,Hotel,83.8,62187.0,466.96,2910 GEYSER DR
C14439,2340 Ramsgate Trail,Colorado Springs,38.9070922,-104.8712663,56829.0,K-12 School,95.1,56829.0,421.55,2340 RAMSGATE TERRACE
C14158,3802 Half Turn Rd.,Colorado Springs,38.8864401,-104.7560703,66813.0,Multifamily Housing,80.1,56702.0,331.84,3915 HARMONY DR
C13896,102 N ACADEMY RD,COLORADO SPRINGS,38.8540651,-104.757428,106461.0,Retail Store,82.3,101830.0,700.75,102 N ACADEMY BLVD
C14203,145 W Cheyenne Rd,Colorado Springs,38.8051618,-104.8304116,57238.0,Multifamily Housing,89.0,119795.0,998.70,155 W CHEYENNE RD
C14060,5885 Barnes Rd,Colorado Springs,38.8919203,-104.7176422,157253.0,Supermarket/Grocery Store,178.1,157148.0,2666.73,5881-5897 BARNES RD
C13987,1850 E WOODMEN RD,COLORADO SPRINGS,38.9336334,-104.7916379,,Retail Store,145.5,128065.0,1715.94,1850 E WOODMEN RD
C14184,3803 RADIANT DR,COLORADO SPRINGS,38.8694826,-104.757033,71220.0,LODGINGRESIDENTIAL,,71220,,3803 RADIANT DR
C14429,9150 Lexington Drive,Colorado Springs,38.9644315,-104.7757954,114280.0,K-12 School,,114280.0,,9150 LEXINGTON DRIVE
C14384,127 E KIOWA ST,COLORADO SPRINGS,38.834849,-104.8222199,179118.0,TRANSPORTATION TERMINAL/STATION,,179118,,127 E KIOWA ST
C13832,5 W. Cache La Poudre,Colorado Springs,38.8462935,-104.8255775,66263.0,College/University,,66263.0,,5 W CACHE LA POUDRE ST
C13763,3663 GOLF COURSE VW,COLORADO SPRINGS,38.8837782,-104.7129668,88719.0,LODGINGRESIDENTIAL,,88719,,3663 GOLF COURSE VW
C14135,5550 TECH CENTER DR,COLORADO SPRINGS,38.9121347,-104.8301983,63180.0,OFFICE,,63180,,5550 TECH CENTER DR
C13913,210-295 RIM VIEW DR,COLORADO SPRINGS,38.9163205,-104.8330055,110634.0,LODGINGRESIDENTIAL,,110634,,210-295 RIM VIEW DR
C14453,4220 E Pikes Peak Ave,Colorado Springs,38.8356367,-104.7501422,104534.0,K-12 School,85.0,104534.0,789.78,4220 EAST PIKES PEAK AVENUE
C14353,175 S UNION BLVD,COLORADO SPRINGS,38.8297989,-104.7931485,226448.0,MEDICAL OFFICE,,226448,,175 S UNION BLVD
C14062,7450 Campus Drive,Colorado Springs,38.9389247,-104.8116766,,Financial Office,49.3,78778.0,447.40,7450 CAMPUS DR
C13990,2260 Briargate Parkway,Colorado Springs,38.968492,-104.786371,142754.0,Mixed Use Property,67.2,142754.0,1131.08,2216 BRIARGATE PKWY
C14440,3302 ALPINE PLACE,COLORADO SPRINGS,38.864648,-104.767495,,K-12 SCHOOL,,,,3302 ALPINE PLACE
C14459,9755 Towner Ave,Peyton,38.9732214,-104.6201618,138366.0,K-12 School,33.6,138366.0,422.25,9755 TOWNER AVENUE
C14221,4105 Briargate Parkway,Colorado Springs,38.9647916,-104.7531878,83463.0,Medical Office,56.0,83463.0,625.09,4105 BRIARGATE PKWY
C13902,1525 N Newport Rd,Colorado Springs,38.8109994,-104.7273759,154000.0,Distribution Center,48.3,154000.0,690.47,1525 N NEWPORT RD
C14430,8720 Scarborough Drive,Colorado Springs,38.9597495,-104.7353228,188880.0,K-12 School,,188880.0,,8720 SCARBOROUGH DRIVE
C14069,5877 N Nevada Avenue,Colorado Springs,38.9151584,-104.8140348,79376.0,Multifamily Housing,31.9,289603.0,1240.18,5877 N NEVADA AVE
C13823,559 E PIKES PEAK AVE,COLORADO SPRINGS,38.833159,-104.8136232,93888.0,OFFICE,,93888,,559 E PIKES PEAK AVE
C14259,1043 SYNTHES AVE,MONUMENT,39.0741481,-104.8706647,145391.0,MANUFACTURINGINDUSTRIAL,,145391,,1043 SYNTHES AVE
C13923,12105 Ambassador Drive,Colorado Springs,39.0069177,-104.7951238,56420.0,Senior Living Community,138.8,279748.0,3531.31,12105 AMBASSADOR DR
C14225,5475 Mark Dabling Blvd,Colorado Springs,38.9125774,-104.8197542,,Office,32.2,84160.0,373.62,5475 MARK DABLING BLVD
C14355,2222 N. Nevada Avenue,Colorado Springs,38.8658434,-104.8216137,992517.0,Hospital (General Medical & Surgical),210.7,992517.0,16384.41,2202 N NEVADA AVE
C14204,1530 N Newport Road,Colorado Springs,38.8085424,-104.7289597,57337.0,Hotel,46.4,57352.0,279.70,1530 N NEWPORT RD
C14348,680 E CITADEL DR,COLORADO SPRINGS,38.8424895,-104.7615204,208517.0,RETAIL STORE,,208517,,680 E CITADEL DR
C14189,3625 PARKMOOR VILLAGE DR,COLORADO SPRINGS,38.8764678,-104.7606487,53743.0,HEALTHCARE,,53743,,3625 PARKMOOR VILLAGE DR
C13897,4330 E PIKES PEAK AVE,COLORADO SPRINGS,38.8349716,-104.7474399,106731.0,LODGINGRESIDENTIAL,,106731,,4330 E PIKES PEAK AVE
C14358,5883 N Nevada Ave,Colorado Springs,38.9157367,-104.8133734,148383.0,Multifamily Housing,43.7,148532.0,851.59,5883 N NEVADA AVENUE
C13760,1855 WEISKOPF PT,COLORADO SPRINGS,39.0194445,-104.7932918,88560.0,ENTERTAINMENTPUBLIC ASSEMBLY,,88560,,1855 WEISKOPF PT
C14063,7250 GETTING HTS,COLORADO SPRINGS,38.7787103,-104.6967067,78815.0,OFFICE,,78815,,7250 GETTING HTS
C14159,3225 broadmoor valley rd,Colorado Springs,38.7845871,-104.8241683,100257.0,Social/Meeting Hall,212.4,106233.0,2076.74,3195 BROADMOOR VALLEY RD
C14431,1810 Northgate Blvd,Colorado Springs,39.03064,-104.7951889,287457.0,K-12 School,,287457.0,,1810 NORTH GATE BOULEVARD
C14153,6385 Corporate Drive,Colorado Springs,38.9218705,-104.8157617,65814.0,Office,46.3,66730.0,419.81,6385 CORPORATE DR
C13914,4607 FORGE RD,COLORADO SPRINGS,38.898314,-104.8402095,110997.0,MANUFACTURINGINDUSTRIAL,,110997,,4607 FORGE RD
C13992,1600 N. Union,Colorado Springs,38.8562471,-104.7953728,98245.0,K-12 School,58.2,98245.0,415.06,1600 N UNION BLVD
C13998,10 W MONUMENT ST,COLORADO SPRINGS,38.8436799,-104.8260372,132762.0,HEALTHCARE,,132762,,10 W MONUMENT ST
C14253,1001-1131 N CASCADE AVE,COLORADO SPRINGS,38.848578,-104.822745,70748.0,EDUCATION,,70748,,1001-1131 N CASCADE AVE
C14442,6410 Austin Bluffs Pkwy,Colorado Springs,38.9285095,-104.7432654,125167.0,K-12 School,61.1,125167.0,622.90,6410 AUSTIN BLUFFS PARKWAY
C14463,4910 Jedidiah Smith Rd,Colorado Springs,38.9059833,-104.7014946,59643.0,K-12 School,66.8,59643.0,312.51,4910 JEDEDIAH SMITH ROAD
C13924,1 LAKE AVE,COLORADO SPRINGS,38.7925223,-104.8527369,113200.0,LODGINGRESIDENTIAL,,113200,,1 LAKE AVE
C14130,2010 CARMEL DR,COLORADO SPRINGS,38.8034262,-104.7760061,60858.0,LODGINGRESIDENTIAL,,60858,,2010 CARMEL DR
C13824,2305 PATRIOT HTS,COLORADO SPRINGS,38.8311605,-104.8714274,94018.0,LODGINGRESIDENTIAL,,94018,,2305 PATRIOT HTS
C14160,6210 Corporate Drive,Coloriado Springs,38.9193918,-104.8171482,66907.0,Hotel,65.6,66627.0,418.30,6210 CORPORATE DR
C14359,10807 New Allegiance Dr,Colorado Springs,38.988174,-104.8051131,151287.0,Office,59.3,152865.0,1135.77,10807 NEW ALLEGIANCE DR
C14186,9406-9475 PALLADIUM HTS,COLORADO SPRINGS,38.9599276,-104.7951076,53544.0,LODGINGRESIDENTIAL,,53544,,9406-9475 PALLADIUM HTS
C14360,20 vermijo,Colorado Springs,38.830086,-104.824397,151674.0,Courthouse,63.0,151674.0,1325.24,20 E VERMIJO AVE
C14223,702 Bandley Dr.,Fountain,38.6922738,-104.7165267,250868.0,Non-Refrigerated Warehouse,25.3,250868.0,667.17,702 BANDLEY DR
C14205,3150 N Chestnut St.,Colorado Springs,38.8781406,-104.8377502,57554.0,Hotel,,56496.0,,3150 N CHESTNUT ST
C14214,2842 VICKERS DR,COLORADO SPRINGS,38.9146331,-104.774519,80110.0,LODGINGRESIDENTIAL,,80110,,2842 VICKERS DR
C13925,13710 Black Forest Road,Colorado Springs,39.0301443,-104.7014215,56935.0,K-12 School,,56063.0,,13710 BLACK FOREST RD
C14260,1900 W GARDEN OF THE GODS RD,COLORADO SPRINGS,38.8986595,-104.8622449,145865.0,MANUFACTURINGINDUSTRIAL,,145865,,1900 W GARDEN OF THE GODS RD
C14432,2070 Interquest parkway,Colorado Springs,38.9926254,-104.7889438,126000.0,College/University,,126000.0,,2070 INTERQUEST PARKWAY
C13834,6180 WHETSTONE DR,COLORADO SPRINGS,38.9227945,-104.737388,95022.0,LODGINGRESIDENTIAL,,95022,,6180 WHETSTONE DR
C13926,210 N MURRAY BLVD,COLORADO SPRINGS,38.835381,-104.7461034,114006.0,LODGINGRESIDENTIAL,,114006,,210 N MURRAY BLVD
C14154,1920 W. Pikes Peak Ave,Colorado Springs,38.8439277,-104.8531235,99085.0,K-12 School,67.9,100109.0,509.62,1920 W PIKES PEAK AVE
C14444,1001 E Van Buren St,Colorado Springs,38.8672896,-104.8043761,86621.0,K-12 School,86.0,86621.0,618.17,1001 EAST VAN BUREN STREET
C14190,2883 S Circle Dr.,Colorado Springs,38.7952377,-104.7957958,107610.0,K-12 School,71.2,107610.0,658.90,2883 S CIRCLE DR
C13934,105 N CASCADE AVE,COLORADO SPRINGS,38.8360337,-104.8245769,116660.0,OFFICE,,116660,,105 N CASCADE AVE
C14433,8250 Lexington Drive,Colorado Springs,38.9486652,-104.7735705,215980.0,K-12 School,,215980.0,,8250 LEXINGTON DRIVE
C14378,12710 Voyager Pkwy,Colorado Springs,39.0151102,-104.8105886,323646.0,Office,,321867.0,,12710 VOYAGER PKWY
C14206,5805 Delmonico Dr.,Colorado Springs,38.9146823,-104.8229496,77291.0,Multifamily Housing,,80848.0,,5805 DELMONICO DR
C14137,5660 E WOODMEN ROAD,COLORADO SPRINGS,38.9433716,-104.723657,95365.0,Retail Store,80.3,94981.0,640.47,5660 E WOODMEN RD
C13905,7120 N ACADEMY BLVD,COLORADO SPRINGS,38.9346082,-104.7987191,107504.0,Retail Store,67.1,105904.0,630.34,7120 N ACADEMY BLVD
C14368,750 Citadel Drive East,Colorado Springs,38.8430463,-104.7641707,1025000.0,Enclosed Mall,30.6,1025935.0,3192.94,680 E CITADEL DR
C14460,6350 Windom Peak Blvd,Colorado Springs,38.9203801,-104.7101626,135193.0,K-12 School,49.7,135193.0,566.55,6350 WINDOM PEAK BOULEVARD
C13927,"228 W Las Animas St, Colorado Springs, CO 80903, USA",Colorado Springs,38.8239689,-104.8301391,57468.0,Non-Refrigerated Warehouse,48.8,57468.0,179.10,228 W LAS ANIMAS ST
C14464,10480 Rainbow Bridge Dr,Peyton,38.9816859,-104.5884643,59758.0,K-12 School,37.5,59758.0,197.78,10480 RAINBOW BRIDGE DRIVE
C14064,215 N CASCADE AVE,COLORADO SPRINGS,38.8374724,-104.8245769,79038.0,PARKING,,79038,,215 N CASCADE AVE
C14446,4120 Constitution Avenue,Colorado Springs,38.8624134,-104.7495417,249976.0,K-12 School,55.0,36741.0,161.27,4120 CONSTITUTION AVENUE
C14228,1320 Republic Drive,Colorado springs,38.9893302,-104.801445,64077.0,Hotel,,64077.0,,1320 REPUBLIC DR
C13993,2925 Tremont St,Colorado Springs,38.8741232,-104.82786,130491.0,Multifamily Housing,,47313.0,,2925 TREMONT ST
C14247,565 Space Center Dr,Colorado Springs,38.8400938,-104.7265099,93955.0,Office,76.8,93677.0,951.49,565 SPACE CENTER DR
C14254,2925 E Las Vegas St,Colorado Springs,38.7828509,-104.7753903,94517.0,Prison/Incarceration,,128033.0,,2925 E LAS VEGAS ST
C14232,555 Garden of the Gods Rd,Colorado Springs,38.8955503,-104.8332407,65326.0,Hotel,39.0,126324.0,438.92,555 W GARDEN OF THE GODS RD
C14174,4410 Arrowswest Dr,Colorado Springs,38.895656,-104.865957,104082.0,Office,233.2,103498.0,2880.77,4410 ARROWSWEST DR
C13884,3605 N Carefree Cir,Colorado Springs,38.8826089,-104.7520978,104162.0,K-12 School,91.2,106454.0,825.43,3605 N CAREFREE CIR
C13994,2570 Zeppelin Rd,Colorado Springs,38.792553,-104.7272091,131040.0,Distribution Center,29.6,131040.0,314.56,2570 ZEPPELIN RD
C14229,8605 Explorer Dr,Colorado Springs,38.9610111,-104.7902518,128961.0,Mixed Use Property,43.2,157000.0,658.42,8605-8685 EXPLORER DR
C13935,405 E ST ELMO AVE,COLORADO SPRINGS,38.8081336,-104.8183183,116901.0,RELIGIOUS WORSHIP,,116901,,405 E ST ELMO AVE
